Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Performance_bin,Extracurricular Activities,Previous Scores_scaled
43,4,5,8,2,0,0.5084745762711864
65,3,1,9,4,0,4.237288135593221
90,2,4,4,7,0,8.474576271186441
51,3,8,7,3,1,1.8644067796610169
41,1,5,5,1,1,0.1694915254237288
56,1,5,8,3,1,2.711864406779661
74,6,6,4,6,1,5.762711864406779
49,5,4,7,3,0,1.5254237288135593
87,8,2,8,8,0,7.966101694915254
61,2,2,8,4,1,3.559322033898305
80,4,4,7,7,1,6.779661016949152
82,8,3,7,8,0,7.11864406779661
60,6,4,6,4,1,3.389830508474576
54,1,8,8,3,1,2.3728813559322033
74,4,4,7,6,0,5.762711864406779
87,1,3,9,7,0,7.966101694915254
60,2,3,9,4,0,3.389830508474576
60,5,0,4,4,1,3.389830508474576
60,8,9,5,5,0,3.389830508474576
99,8,3,9,10,0,10.0
83,3,3,6,6,1,7.288135593220339
71,4,8,7,5,0,5.254237288135593
94,6,3,5,8,1,9.152542372881356
44,3,6,6,2,1,0.6779661016949152
78,2,0,8,5,1,6.440677966101695
48,6,6,5,3,1,1.3559322033898304
92,5,1,9,8,0,8.813559322033898
57,5,7,6,4,1,2.8813559322033897
60,5,0,7,4,0,3.389830508474576
47,5,9,7,3,0,1.1864406779661016
83,3,2,6,7,0,7.288135593220339
91,7,7,8,8,0,8.64406779661017
73,6,9,9,6,0,5.593220338983051
49,4,7,6,3,1,1.5254237288135593
90,2,4,4,6,0,8.474576271186441
80,9,4,6,8,1,6.779661016949152
96,1,7,6,7,1,9.491525423728813
63,4,9,9,4,1,3.8983050847457625
79,1,4,7,5,0,6.610169491525424
63,6,8,8,5,0,3.8983050847457625
95,4,0,6,8,0,9.322033898305085
71,5,4,5,5,0,5.254237288135593
95,5,2,7,8,1,9.322033898305085
72,9,2,7,7,0,5.423728813559322
77,1,1,6,5,0,6.271186440677966
83,2,2,9,6,1,7.288135593220339
96,6,6,5,9,1,9.491525423728813
95,5,7,6,8,1,9.322033898305085
90,7,7,5,8,1,8.474576271186441
98,3,7,7,8,1,9.830508474576272
88,3,0,5,7,1,8.135593220338983
73,2,6,6,5,1,5.593220338983051
50,3,1,4,2,0,1.694915254237288
70,1,9,4,4,0,5.084745762711864
57,5,3,5,4,1,2.8813559322033897
62,5,4,9,4,1,3.7288135593220337
99,7,0,6,9,0,10.0
61,4,3,8,5,1,3.559322033898305
82,3,3,4,6,1,7.11864406779661
57,1,8,7,3,1,2.8813559322033897
79,8,8,6,7,1,6.610169491525424
86,3,9,6,7,1,7.796610169491525
80,2,0,4,5,0,6.779661016949152
86,4,7,8,7,1,7.796610169491525
78,3,3,7,6,1,6.440677966101695
59,1,3,8,3,1,3.2203389830508473
52,3,4,7,3,0,2.0338983050847457
84,2,1,4,6,0,7.4576271186440675
40,8,0,6,3,1,0.0
91,6,4,7,8,1,8.64406779661017
43,9,6,6,4,1,0.5084745762711864
63,8,9,5,6,1,3.8983050847457625
75,3,8,5,5,0,5.932203389830509
75,5,1,4,6,0,5.932203389830509
84,7,7,4,8,1,7.4576271186440675
67,8,1,4,6,0,4.576271186440678
65,5,4,5,5,0,4.237288135593221
62,1,6,7,3,1,3.7288135593220337
54,5,2,8,4,1,2.3728813559322033
75,4,1,4,6,1,5.932203389830509
66,6,5,8,6,0,4.406779661016949
45,3,9,8,2,0,0.847457627118644
74,5,5,5,6,0,5.762711864406779
78,2,3,9,5,0,6.440677966101695
77,6,0,7,6,1,6.271186440677966
74,6,4,5,6,0,5.762711864406779
75,5,0,4,6,0,5.932203389830509
49,6,7,5,4,0,1.5254237288135593
69,7,1,5,6,1,4.915254237288136
92,5,8,5,8,0,8.813559322033898
80,1,8,4,6,0,6.779661016949152
77,8,2,4,7,0,6.271186440677966
68,4,5,5,5,1,4.745762711864407
91,9,8,5,9,0,8.64406779661017
98,6,6,8,9,1,9.830508474576272
82,1,3,7,6,1,7.11864406779661
78,3,2,8,6,0,6.440677966101695
89,3,1,9,7,1,8.305084745762711
43,4,9,7,3,0,0.5084745762711864
44,6,9,9,3,1,0.6779661016949152
43,7,0,7,3,1,0.5084745762711864
75,4,9,5,6,0,5.932203389830509
98,6,0,8,9,0,9.830508474576272
84,1,3,7,5,1,7.4576271186440675
55,8,3,9,5,1,2.542372881355932
64,7,8,7,5,1,4.067796610169491
53,9,9,4,5,1,2.2033898305084745
50,3,0,7,3,0,1.694915254237288
68,2,3,5,4,1,4.745762711864407
73,1,2,6,5,1,5.593220338983051
61,3,8,4,4,0,3.559322033898305
53,5,4,6,4,1,2.2033898305084745
95,2,8,5,7,0,9.322033898305085
63,3,9,6,4,0,3.8983050847457625
98,4,5,7,8,0,9.830508474576272
78,7,8,6,7,1,6.440677966101695
65,3,0,8,4,0,4.237288135593221
82,9,3,5,8,0,7.11864406779661
75,8,3,8,7,0,5.932203389830509
78,4,9,6,6,1,6.440677966101695
55,1,9,8,3,1,2.542372881355932
97,1,5,4,7,1,9.661016949152541
77,1,9,6,5,1,6.271186440677966
98,1,0,9,7,0,9.830508474576272
71,8,9,8,7,0,5.254237288135593
45,3,4,7,2,0,0.847457627118644
73,6,2,6,6,1,5.593220338983051
95,3,0,9,8,0,9.322033898305085
47,5,5,4,3,1,1.1864406779661016
69,7,2,7,6,1,4.915254237288136
66,2,3,6,4,1,4.406779661016949
46,6,8,7,4,0,1.0169491525423728
66,6,1,6,5,0,4.406779661016949
64,3,0,6,4,1,4.067796610169491
95,6,9,5,9,0,9.322033898305085
85,5,5,8,7,1,7.627118644067797
80,2,0,6,6,0,6.779661016949152
54,9,0,4,5,1,2.3728813559322033
64,8,6,9,7,1,4.067796610169491
61,3,1,8,4,1,3.559322033898305
57,8,3,5,5,0,2.8813559322033897
51,9,3,8,5,0,1.8644067796610169
62,3,1,8,4,0,3.7288135593220337
90,3,5,6,7,0,8.474576271186441
84,2,9,4,6,0,7.4576271186440675
78,8,1,6,8,1,6.440677966101695
64,1,7,4,4,0,4.067796610169491
49,8,3,4,4,1,1.5254237288135593
69,7,0,7,6,0,4.915254237288136
49,7,6,6,3,0,1.5254237288135593
73,3,5,5,5,0,5.593220338983051
85,1,5,9,6,1,7.627118644067797
52,4,2,8,3,0,2.0338983050847457
93,9,9,7,10,1,8.983050847457626
68,5,6,5,5,0,4.745762711864407
77,1,5,9,5,1,6.271186440677966
80,5,9,9,7,1,6.779661016949152
84,8,9,6,8,1,7.4576271186440675
48,8,8,4,4,1,1.3559322033898304
52,5,2,6,3,0,2.0338983050847457
76,9,2,9,8,0,6.101694915254237
53,1,3,6,2,1,2.2033898305084745
76,4,2,7,6,0,6.101694915254237
48,3,3,5,3,1,1.3559322033898304
47,2,5,9,3,0,1.1864406779661016
78,8,0,7,7,0,6.440677966101695
79,7,1,5,7,0,6.610169491525424
93,9,9,7,10,1,8.983050847457626
42,2,5,8,2,0,0.3389830508474576
94,4,5,4,8,1,9.152542372881356
95,6,0,4,8,0,9.322033898305085
86,3,5,4,7,1,7.796610169491525
79,8,8,8,8,0,6.610169491525424
72,3,7,9,5,1,5.423728813559322
71,2,9,9,5,1,5.254237288135593
46,3,4,8,2,1,1.0169491525423728
58,6,3,4,5,0,3.0508474576271185
73,2,5,4,5,1,5.593220338983051
53,8,4,5,5,0,2.2033898305084745
89,1,5,5,6,1,8.305084745762711
86,7,9,6,8,1,7.796610169491525
85,2,2,7,6,1,7.627118644067797
95,6,6,5,8,0,9.322033898305085
96,2,7,5,8,0,9.491525423728813
58,2,4,5,3,0,3.0508474576271185
90,8,4,5,9,0,8.474576271186441
93,2,3,8,7,0,8.983050847457626
98,7,9,6,9,0,9.830508474576272
65,3,4,5,4,0,4.237288135593221
56,8,9,9,5,1,2.711864406779661
93,7,7,7,9,1,8.983050847457626
67,8,4,5,6,0,4.576271186440678
58,7,8,8,5,0,3.0508474576271185
66,6,0,9,6,0,4.406779661016949
87,7,6,4,8,0,7.966101694915254
91,5,4,4,8,0,8.64406779661017
96,7,3,6,8,1,9.491525423728813
58,1,2,4,3,0,3.0508474576271185
72,1,9,5,4,0,5.423728813559322
90,9,6,8,9,0,8.474576271186441
46,5,1,6,3,1,1.0169491525423728
68,5,4,9,6,1,4.745762711864407
94,3,1,5,8,1,9.152542372881356
82,5,6,4,7,1,7.11864406779661
44,3,5,7,2,0,0.6779661016949152
69,9,9,5,7,1,4.915254237288136
88,9,6,7,9,1,8.135593220338983
82,6,8,9,7,1,7.11864406779661
95,1,1,7,7,1,9.322033898305085
97,7,8,9,9,1,9.661016949152541
47,7,6,6,4,0,1.1864406779661016
81,4,1,8,6,1,6.9491525423728815
51,8,9,4,4,1,1.8644067796610169
81,6,1,4,7,1,6.9491525423728815
52,4,3,5,3,0,2.0338983050847457
65,4,1,4,4,0,4.237288135593221
57,2,0,6,3,0,2.8813559322033897
81,2,5,4,6,0,6.9491525423728815
90,4,9,5,7,0,8.474576271186441
88,8,2,8,8,0,8.135593220338983
59,6,0,9,5,0,3.2203389830508473
55,4,8,7,4,1,2.542372881355932
76,7,7,7,7,1,6.101694915254237
42,8,5,9,4,0,0.3389830508474576
66,2,5,7,5,1,4.406779661016949
54,7,3,8,4,0,2.3728813559322033
97,2,1,6,8,1,9.661016949152541
73,2,3,5,5,1,5.593220338983051
84,8,1,8,8,0,7.4576271186440675
61,2,6,5,3,1,3.559322033898305
79,9,8,6,8,0,6.610169491525424
62,1,1,8,3,0,3.7288135593220337
98,9,8,4,10,1,9.830508474576272
88,1,8,6,7,0,8.135593220338983
43,2,7,7,1,1,0.5084745762711864
90,6,0,8,8,1,8.474576271186441
93,6,4,6,8,0,8.983050847457626
96,1,9,6,7,0,9.491525423728813
80,7,3,8,8,0,6.779661016949152
62,8,6,7,6,0,3.7288135593220337
86,2,7,9,6,0,7.796610169491525
99,8,9,7,10,1,10.0
48,9,7,6,4,0,1.3559322033898304
63,6,1,5,5,1,3.8983050847457625
60,5,2,9,4,0,3.389830508474576
80,9,9,9,8,1,6.779661016949152
85,9,9,6,9,1,7.627118644067797
94,1,6,8,7,1,9.152542372881356
92,3,3,8,7,1,8.813559322033898
55,9,5,8,6,1,2.542372881355932
95,2,7,7,7,0,9.322033898305085
94,4,7,4,8,1,9.152542372881356
64,4,6,8,5,0,4.067796610169491
65,2,1,8,4,1,4.237288135593221
88,3,1,9,7,0,8.135593220338983
84,3,2,5,6,1,7.4576271186440675
48,1,3,5,1,1,1.3559322033898304
54,6,0,6,4,0,2.3728813559322033
78,8,4,6,7,0,6.440677966101695
72,3,6,6,6,1,5.423728813559322
40,5,9,8,2,1,0.0
44,1,4,5,1,0,0.6779661016949152
95,7,6,6,9,1,9.322033898305085
48,1,4,5,2,1,1.3559322033898304
83,9,9,8,8,0,7.288135593220339
45,8,7,9,4,1,0.847457627118644
67,7,6,8,6,1,4.576271186440678
84,7,0,6,7,0,7.4576271186440675
65,5,0,8,5,1,4.237288135593221
67,5,4,8,5,0,4.576271186440678
79,5,1,5,7,0,6.610169491525424
54,1,8,4,3,1,2.3728813559322033
45,8,1,7,4,1,0.847457627118644
66,1,8,6,4,0,4.406779661016949
77,4,9,4,6,0,6.271186440677966
43,9,1,9,4,1,0.5084745762711864
50,9,3,6,4,0,1.694915254237288
60,5,2,4,4,1,3.389830508474576
69,4,5,8,5,0,4.915254237288136
57,3,3,6,3,0,2.8813559322033897
74,3,8,4,5,0,5.762711864406779
42,5,8,7,3,1,0.3389830508474576
51,1,9,8,2,0,1.8644067796610169
66,5,8,6,5,0,4.406779661016949
92,6,2,9,8,0,8.813559322033898
69,7,2,9,6,0,4.915254237288136
60,9,3,6,6,1,3.389830508474576
77,3,8,4,6,0,6.271186440677966
60,2,5,6,4,1,3.389830508474576
99,3,8,8,8,0,10.0
77,9,7,5,7,0,6.271186440677966
79,7,6,9,7,1,6.610169491525424
54,9,4,4,5,1,2.3728813559322033
57,2,8,7,3,0,2.8813559322033897
91,5,3,6,7,0,8.64406779661017
68,4,3,8,5,0,4.745762711864407
87,2,7,6,6,1,7.966101694915254
77,9,3,7,8,0,6.271186440677966
99,9,6,8,10,1,10.0
60,6,3,7,4,0,3.389830508474576
56,6,0,8,4,1,2.711864406779661
80,8,9,5,8,1,6.779661016949152
90,6,8,9,8,1,8.474576271186441
57,1,3,8,3,0,2.8813559322033897
96,4,2,7,8,0,9.491525423728813
94,7,2,4,9,1,9.152542372881356
76,2,8,9,6,1,6.101694915254237
99,9,7,5,10,1,10.0
77,8,9,6,7,0,6.271186440677966
51,8,6,5,5,0,1.8644067796610169
50,7,6,5,4,0,1.694915254237288
87,4,3,6,7,1,7.966101694915254
91,2,2,8,7,0,8.64406779661017
88,3,3,5,7,0,8.135593220338983
59,6,5,9,5,0,3.2203389830508473
48,5,3,5,3,1,1.3559322033898304
40,8,3,4,3,0,0.0
97,6,1,9,9,0,9.661016949152541
42,6,6,4,2,0,0.3389830508474576
60,1,5,9,3,0,3.389830508474576
62,4,1,7,4,0,3.7288135593220337
48,5,4,6,3,1,1.3559322033898304
93,3,5,9,8,1,8.983050847457626
58,9,4,9,6,1,3.0508474576271185
84,1,3,8,6,1,7.4576271186440675
94,6,8,8,9,0,9.152542372881356
85,6,2,7,7,0,7.627118644067797
91,5,1,8,8,1,8.64406779661017
58,5,8,8,4,1,3.0508474576271185
62,5,7,4,5,1,3.7288135593220337
66,6,8,8,6,0,4.406779661016949
66,8,9,8,6,0,4.406779661016949
78,2,2,7,6,0,6.440677966101695
75,6,0,7,6,1,5.932203389830509
51,1,0,5,2,1,1.8644067796610169
94,4,2,8,7,1,9.152542372881356
66,3,3,8,4,0,4.406779661016949
85,9,1,9,8,0,7.627118644067797
73,3,7,8,6,1,5.593220338983051
72,6,2,4,6,1,5.423728813559322
67,1,3,9,4,0,4.576271186440678
70,6,5,8,6,0,5.084745762711864
71,4,9,4,5,1,5.254237288135593
89,8,5,5,8,1,8.305084745762711
59,9,1,9,5,0,3.2203389830508473
79,4,5,6,6,1,6.610169491525424
74,6,3,8,6,1,5.762711864406779
70,1,4,9,4,0,5.084745762711864
97,4,6,7,8,1,9.661016949152541
70,7,6,9,6,0,5.084745762711864
77,1,5,7,5,1,6.271186440677966
61,8,9,8,5,0,3.559322033898305
84,6,5,4,7,1,7.4576271186440675
80,5,5,7,7,1,6.779661016949152
48,9,3,9,4,1,1.3559322033898304
91,2,2,9,7,0,8.64406779661017
48,5,0,7,3,1,1.3559322033898304
54,6,2,5,4,1,2.3728813559322033
52,7,2,5,4,0,2.0338983050847457
61,5,8,5,5,1,3.559322033898305
55,9,2,7,4,0,2.542372881355932
71,1,7,7,5,0,5.254237288135593
41,7,7,9,3,0,0.1694915254237288
65,7,2,8,6,1,4.237288135593221
53,4,9,8,4,0,2.2033898305084745
98,9,9,4,10,1,9.830508474576272
77,5,5,7,6,0,6.271186440677966
73,4,7,8,6,1,5.593220338983051
47,7,7,8,3,0,1.1864406779661016
75,4,9,5,6,0,5.932203389830509
60,3,9,5,4,1,3.389830508474576
95,9,8,5,9,0,9.322033898305085
85,8,8,6,8,1,7.627118644067797
82,1,7,8,6,0,7.11864406779661
95,7,6,5,9,1,9.322033898305085
67,9,9,5,6,0,4.576271186440678
85,8,2,7,8,0,7.627118644067797
83,8,6,9,8,1,7.288135593220339
87,6,3,5,7,0,7.966101694915254
45,4,1,7,2,1,0.847457627118644
59,8,7,4,5,1,3.2203389830508473
70,3,1,5,5,0,5.084745762711864
72,9,0,9,7,0,5.423728813559322
83,2,4,7,6,0,7.288135593220339
46,2,9,9,2,1,1.0169491525423728
47,7,8,5,4,1,1.1864406779661016
48,4,4,4,3,0,1.3559322033898304
41,8,1,5,3,1,0.1694915254237288
56,9,9,7,6,0,2.711864406779661
91,7,3,4,9,0,8.64406779661017
84,5,7,4,7,0,7.4576271186440675
76,8,6,4,7,1,6.101694915254237
81,4,4,6,6,1,6.9491525423728815
83,2,3,7,6,0,7.288135593220339
56,6,4,6,4,1,2.711864406779661
92,9,6,9,10,0,8.813559322033898
77,1,4,4,5,0,6.271186440677966
74,7,7,6,7,1,5.762711864406779
99,9,6,5,10,0,10.0
86,9,6,6,8,0,7.796610169491525
78,3,8,8,6,0,6.440677966101695
69,5,7,9,5,0,4.915254237288136
45,8,7,4,3,0,0.847457627118644
43,8,5,4,3,1,0.5084745762711864
90,4,6,9,7,1,8.474576271186441
76,1,7,9,5,0,6.101694915254237
74,1,4,7,5,1,5.762711864406779
97,4,9,5,8,0,9.661016949152541
96,6,1,9,9,0,9.491525423728813
48,8,6,9,4,0,1.3559322033898304
45,6,9,7,3,0,0.847457627118644
52,9,2,9,5,1,2.0338983050847457
98,9,9,6,10,1,9.830508474576272
61,2,7,8,4,0,3.559322033898305
67,1,5,8,4,1,4.576271186440678
69,2,3,8,4,0,4.915254237288136
91,5,1,9,8,1,8.64406779661017
75,4,6,8,6,0,5.932203389830509
41,4,0,5,2,0,0.1694915254237288
97,9,6,6,10,0,9.661016949152541
75,8,9,8,7,1,5.932203389830509
47,6,9,4,3,1,1.1864406779661016
84,1,6,9,6,0,7.4576271186440675
81,2,9,6,6,1,6.9491525423728815
89,6,2,5,8,1,8.305084745762711
48,2,3,8,2,1,1.3559322033898304
40,5,3,5,2,1,0.0
52,5,3,9,4,1,2.0338983050847457
89,6,8,8,8,1,8.305084745762711
54,6,5,4,4,1,2.3728813559322033
71,6,9,6,6,1,5.254237288135593
73,2,8,4,5,1,5.593220338983051
82,3,3,8,6,1,7.11864406779661
70,6,6,7,6,1,5.084745762711864
53,8,9,6,5,1,2.2033898305084745
93,1,8,5,7,1,8.983050847457626
86,1,9,8,7,0,7.796610169491525
53,2,2,4,3,0,2.2033898305084745
87,6,2,9,8,1,7.966101694915254
94,9,5,7,10,1,9.152542372881356
68,4,7,9,6,1,4.745762711864407
86,3,0,8,7,0,7.796610169491525
58,8,3,5,5,0,3.0508474576271185
66,9,7,4,6,1,4.406779661016949
48,5,5,6,3,1,1.3559322033898304
76,9,1,7,7,1,6.101694915254237
76,2,7,8,6,1,6.101694915254237
82,3,0,8,6,1,7.11864406779661
67,7,0,8,6,0,4.576271186440678
91,7,6,8,9,1,8.64406779661017
96,6,9,4,9,0,9.491525423728813
63,6,2,6,5,1,3.8983050847457625
67,2,7,5,4,1,4.576271186440678
75,6,8,7,7,0,5.932203389830509
91,4,7,8,8,0,8.64406779661017
57,3,0,9,4,1,2.8813559322033897
64,2,0,8,4,0,4.067796610169491
74,1,5,6,5,1,5.762711864406779
43,5,0,6,3,0,0.5084745762711864
53,2,7,4,3,0,2.2033898305084745
78,2,5,4,6,1,6.440677966101695
65,7,4,9,6,1,4.237288135593221
47,8,5,9,4,0,1.1864406779661016
63,8,3,4,6,1,3.8983050847457625
55,4,0,7,4,0,2.542372881355932
59,1,6,9,3,0,3.2203389830508473
54,7,9,4,4,1,2.3728813559322033
46,1,8,8,2,0,1.0169491525423728
97,4,3,4,8,1,9.661016949152541
56,8,3,7,5,1,2.711864406779661
61,2,8,4,3,0,3.559322033898305
61,6,3,4,5,1,3.559322033898305
93,6,9,8,9,0,8.983050847457626
51,9,3,9,5,0,1.8644067796610169
57,5,7,8,5,1,2.8813559322033897
95,4,3,8,8,1,9.322033898305085
85,5,8,4,7,0,7.627118644067797
86,5,7,8,8,1,7.796610169491525
54,8,4,6,5,0,2.3728813559322033
76,8,8,5,7,0,6.101694915254237
55,2,7,5,2,0,2.542372881355932
44,7,9,8,3,0,0.6779661016949152
41,8,3,9,3,0,0.1694915254237288
91,6,3,7,8,1,8.64406779661017
67,5,0,8,5,0,4.576271186440678
96,9,3,9,10,0,9.491525423728813
80,3,7,8,6,0,6.779661016949152
93,4,4,4,8,0,8.983050847457626
66,9,5,9,7,0,4.406779661016949
70,6,3,7,6,0,5.084745762711864
80,8,4,8,8,1,6.779661016949152
75,7,9,6,7,1,5.932203389830509
86,2,7,9,6,0,7.796610169491525
82,3,8,5,6,0,7.11864406779661
40,1,2,9,1,0,0.0
89,9,9,6,9,1,8.305084745762711
68,7,3,6,6,0,4.745762711864407
40,1,0,6,1,0,0.0
47,3,4,7,2,0,1.1864406779661016
96,4,3,7,8,0,9.491525423728813
55,4,5,9,3,0,2.542372881355932
97,5,5,7,9,0,9.661016949152541
67,3,9,5,5,1,4.576271186440678
61,3,5,4,4,0,3.559322033898305
57,1,2,9,3,0,2.8813559322033897
61,7,6,8,5,0,3.559322033898305
80,1,2,8,5,0,6.779661016949152
51,2,5,9,3,0,1.8644067796610169
58,4,9,4,4,0,3.0508474576271185
64,4,0,8,4,0,4.067796610169491
89,5,7,9,8,0,8.305084745762711
98,2,6,9,8,0,9.830508474576272
44,4,8,6,2,1,0.6779661016949152
98,1,2,5,7,1,9.830508474576272
73,2,7,8,5,1,5.593220338983051
78,1,1,5,5,0,6.440677966101695
98,4,8,9,9,1,9.830508474576272
49,4,0,4,3,1,1.5254237288135593
86,7,9,9,9,1,7.796610169491525
96,9,6,8,10,1,9.491525423728813
46,9,9,5,4,0,1.0169491525423728
99,5,0,6,8,1,10.0
76,1,5,6,5,1,6.101694915254237
86,1,0,9,6,0,7.796610169491525
91,6,3,4,8,1,8.64406779661017
99,2,6,7,8,0,10.0
91,8,1,8,9,1,8.64406779661017
54,9,2,9,5,1,2.3728813559322033
81,4,3,6,7,1,6.9491525423728815
63,5,5,6,5,0,3.8983050847457625
65,8,8,4,6,1,4.237288135593221
65,3,3,6,4,1,4.237288135593221
85,5,5,8,8,0,7.627118644067797
65,3,6,4,4,1,4.237288135593221
97,3,3,5,8,1,9.661016949152541
49,3,5,4,3,1,1.5254237288135593
56,7,2,8,4,1,2.711864406779661
92,7,4,8,9,1,8.813559322033898
53,7,9,5,4,0,2.2033898305084745
41,8,3,9,3,0,0.1694915254237288
87,5,6,4,7,0,7.966101694915254
52,5,5,8,3,1,2.0338983050847457
66,4,6,8,5,1,4.406779661016949
48,7,5,5,4,1,1.3559322033898304
46,4,1,7,2,1,1.0169491525423728
87,2,6,4,6,1,7.966101694915254
49,4,7,8,3,0,1.5254237288135593
95,8,6,6,9,0,9.322033898305085
93,9,3,5,9,0,8.983050847457626
48,3,3,7,2,1,1.3559322033898304
61,7,4,7,5,0,3.559322033898305
62,9,8,5,6,0,3.7288135593220337
46,4,4,7,2,0,1.0169491525423728
87,3,1,8,7,0,7.966101694915254
48,5,4,7,3,1,1.3559322033898304
66,1,2,4,4,1,4.406779661016949
63,3,9,6,4,0,3.8983050847457625
68,8,7,8,7,0,4.745762711864407
56,8,9,5,5,0,2.711864406779661
59,4,9,6,4,0,3.2203389830508473
46,2,1,9,2,0,1.0169491525423728
82,8,3,8,8,0,7.11864406779661
79,8,4,6,8,0,6.610169491525424
46,4,3,7,2,0,1.0169491525423728
67,3,4,9,5,0,4.576271186440678
58,2,9,5,3,1,3.0508474576271185
59,9,3,5,5,0,3.2203389830508473
83,1,2,4,5,1,7.288135593220339
78,7,0,7,7,1,6.440677966101695
79,5,3,4,7,0,6.610169491525424
46,8,8,4,3,0,1.0169491525423728
45,4,0,7,2,1,0.847457627118644
64,7,6,8,6,1,4.067796610169491
80,5,2,9,6,0,6.779661016949152
98,5,7,4,9,1,9.830508474576272
52,9,5,6,5,0,2.0338983050847457
78,9,0,9,8,0,6.440677966101695
79,9,9,8,8,1,6.610169491525424
61,6,4,7,5,0,3.559322033898305
88,6,7,5,8,1,8.135593220338983
56,5,2,8,4,0,2.711864406779661
87,9,3,4,9,0,7.966101694915254
61,8,6,6,5,1,3.559322033898305
47,7,6,7,4,0,1.1864406779661016
88,6,8,5,8,0,8.135593220338983
84,5,8,9,8,1,7.4576271186440675
63,3,2,5,4,1,3.8983050847457625
99,3,3,7,7,1,10.0
93,6,5,9,9,1,8.983050847457626
99,4,4,8,9,0,10.0
81,6,5,4,7,1,6.9491525423728815
41,3,7,7,2,0,0.1694915254237288
41,4,1,6,2,1,0.1694915254237288
66,9,5,8,6,0,4.406779661016949
53,5,8,9,4,0,2.2033898305084745
87,7,4,5,8,1,7.966101694915254
78,2,0,8,6,1,6.440677966101695
92,5,7,8,8,1,8.813559322033898
92,9,3,6,9,0,8.813559322033898
95,3,7,4,8,0,9.322033898305085
51,9,3,8,5,0,1.8644067796610169
71,6,7,8,6,1,5.254237288135593
67,4,8,4,4,1,4.576271186440678
94,7,4,4,9,1,9.152542372881356
67,8,4,5,6,1,4.576271186440678
85,6,1,9,8,1,7.627118644067797
64,5,8,5,5,0,4.067796610169491
43,6,3,4,3,1,0.5084745762711864
65,5,2,7,5,0,4.237288135593221
75,8,1,4,7,1,5.932203389830509
89,1,2,5,7,1,8.305084745762711
42,7,3,6,3,1,0.3389830508474576
40,2,8,6,2,1,0.0
56,9,5,9,5,1,2.711864406779661
46,1,9,8,1,0,1.0169491525423728
87,6,4,6,8,1,7.966101694915254
44,9,8,5,4,0,0.6779661016949152
58,1,7,6,3,0,3.0508474576271185
78,4,5,7,6,0,6.440677966101695
85,4,2,4,7,0,7.627118644067797
73,9,6,4,7,1,5.593220338983051
74,5,9,5,6,1,5.762711864406779
88,5,5,8,8,1,8.135593220338983
55,6,7,4,4,1,2.542372881355932
79,1,5,6,5,1,6.610169491525424
89,1,9,7,7,0,8.305084745762711
86,9,3,8,9,1,7.796610169491525
78,3,9,8,6,1,6.440677966101695
80,1,6,4,5,1,6.779661016949152
77,9,7,9,7,1,6.271186440677966
89,8,1,8,9,0,8.305084745762711
89,2,5,5,7,1,8.305084745762711
64,8,2,6,6,0,4.067796610169491
65,7,7,9,6,0,4.237288135593221
95,6,3,7,9,1,9.322033898305085
53,1,3,6,2,0,2.2033898305084745
53,7,1,5,4,1,2.2033898305084745
53,7,5,5,4,1,2.2033898305084745
64,9,5,9,6,1,4.067796610169491
75,1,0,6,5,0,5.932203389830509
43,2,7,4,1,0,0.5084745762711864
86,9,2,5,8,0,7.796610169491525
54,9,0,8,5,0,2.3728813559322033
71,6,9,7,6,0,5.254237288135593
57,6,0,7,4,0,2.8813559322033897
53,4,0,5,3,0,2.2033898305084745
97,4,4,8,9,0,9.661016949152541
40,5,4,6,2,0,0.0
81,3,0,7,6,0,6.9491525423728815
59,1,4,8,3,0,3.2203389830508473
49,1,6,8,2,1,1.5254237288135593
49,7,4,4,3,0,1.5254237288135593
98,1,8,5,7,1,9.830508474576272
63,1,3,8,3,1,3.8983050847457625
73,3,8,6,5,1,5.593220338983051
67,4,7,7,5,1,4.576271186440678
66,4,0,4,5,0,4.406779661016949
79,2,3,6,5,1,6.610169491525424
40,1,6,7,1,1,0.0
72,3,0,5,4,1,5.423728813559322
43,4,7,6,2,0,0.5084745762711864
46,3,1,7,2,1,1.0169491525423728
48,8,7,4,4,1,1.3559322033898304
55,1,3,7,2,0,2.542372881355932
44,2,7,8,2,0,0.6779661016949152
73,7,0,4,6,0,5.593220338983051
99,4,4,6,8,0,10.0
62,8,8,9,6,0,3.7288135593220337
82,3,6,5,6,0,7.11864406779661
89,6,2,4,8,0,8.305084745762711
64,9,3,4,6,0,4.067796610169491
96,1,9,4,7,0,9.491525423728813
90,1,6,7,7,1,8.474576271186441
52,8,5,8,4,0,2.0338983050847457
63,3,3,9,4,1,3.8983050847457625
50,5,2,5,3,1,1.694915254237288
91,1,1,5,6,0,8.64406779661017
90,5,9,8,8,0,8.474576271186441
56,6,8,7,4,0,2.711864406779661
76,8,2,7,7,0,6.101694915254237
52,3,6,8,3,1,2.0338983050847457
66,3,0,8,5,1,4.406779661016949
59,9,7,6,5,0,3.2203389830508473
72,4,0,7,5,1,5.423728813559322
81,4,1,4,6,0,6.9491525423728815
71,7,0,5,6,1,5.254237288135593
47,2,3,7,2,1,1.1864406779661016
95,8,1,8,10,0,9.322033898305085
68,6,0,4,5,0,4.745762711864407
79,3,0,6,6,1,6.610169491525424
